iso_code;continent;location;date;total_cases;new_cases;total_deaths;new_deaths;reproduction_rate
COL;South America;Colombia;6/02/2021;2151207.0;8547.0;55693.0;290.0;0.7
COL;South America;Colombia;7/02/2021;2157216.0;6009.0;55993.0;300.0;0.67
COL;South America;Colombia;8/02/2021;2161462.0;4246.0;56290.0;297.0;0.65
COL;South America;Colombia;9/02/2021;2166904.0;5442.0;56507.0;217.0;0.65
COL;South America;Colombia;10/02/2021;2173347.0;6443.0;56733.0;226.0;0.66
COL;South America;Colombia;11/02/2021;2179641.0;6294.0;56983.0;250.0;0.67
COL;South America;Colombia;12/02/2021;2185169.0;5528.0;57196.0;213.0;0.67
COL;South America;Colombia;13/02/2021;2190116.0;4947.0;57425.0;229.0;0.67
COL;South America;Colombia;14/02/2021;2195039.0;4923.0;57605.0;180.0;0.69
COL;South America;Colombia;15/02/2021;2198549.0;3510.0;57786.0;181.0;0.69
COL;South America;Colombia;16/02/2021;2202598.0;4049.0;57949.0;163.0;0.7
COL;South America;Colombia;17/02/2021;2207701.0;5103.0;58134.0;185.0;0.73
COL;South America;Colombia;18/02/2021;2212525.0;4824.0;58334.0;200.0;0.74
COL;South America;Colombia;19/02/2021;2217001.0;4476.0;58511.0;177.0;0.76
COL;South America;Colombia;20/02/2021;2222018.0;5017.0;58685.0;174.0;0.78
COL;South America;Colombia;21/02/2021;2226262.0;4244.0;58834.0;149.0;0.79
COL;South America;Colombia;22/02/2021;2229663.0;3401.0;58974.0;140.0;0.78
COL;South America;Colombia;23/02/2021;2233589.0;3926.0;59118.0;144.0;0.78
COL;South America;Colombia;24/02/2021;2237542.0;3953.0;59260.0;142.0;0.77
COL;South America;Colombia;25/02/2021;2241225.0;3683.0;59396.0;136.0;0.76
COL;South America;Colombia;26/02/2021;2244792.0;3567.0;59518.0;122.0;0.78
COL;South America;Colombia;27/02/2021;2248135.0;3343.0;59660.0;142.0;0.8
COL;South America;Colombia;28/02/2021;2251690.0;3555.0;59766.0;106.0;0.84
COL;South America;Colombia;1/03/2021;2255260.0;3570.0;59866.0;100.0;0.89
COL;South America;Colombia;2/03/2021;2259599.0;4339.0;59972.0;106.0;0.89
COL;South America;Colombia;3/03/2021;2262646.0;3047.0;60082.0;110.0;0.85
COL;South America;Colombia;4/03/2021;2266211.0;3565.0;60189.0;107.0;0.85
COL;South America;Colombia;5/03/2021;2269582.0;3371.0;60300.0;111.0;0.86
COL;South America;Colombia;6/03/2021;2273245.0;3663.0;60412.0;112.0;0.88
COL;South America;Colombia;7/03/2021;2276656.0;3411.0;60503.0;91.0;0.9
COL;South America;Colombia;8/03/2021;2278861.0;2205.0;60598.0;95.0;0.92
COL;South America;Colombia;9/03/2021;2282372.0;3511.0;60676.0;78.0;0.97
COL;South America;Colombia;10/03/2021;2285960.0;3588.0;60773.0;97.0;1.01
COL;South America;Colombia;11/03/2021;2290539.0;4579.0;60858.0;85.0;1.05
COL;South America;Colombia;12/03/2021;2294617.0;4078.0;60950.0;92.0;1.07
COL;South America;Colombia;13/03/2021;2299082.0;4465.0;61046.0;96.0;1.07
COL;South America;Colombia;14/03/2021;2303144.0;4062.0;61143.0;97.0;1.07
COL;South America;Colombia;15/03/2021;2305884.0;2740.0;61243.0;100.0;1.07
COL;South America;Colombia;16/03/2021;2309600.0;3716.0;61368.0;125.0;1.11
COL;South America;Colombia;17/03/2021;2314154.0;4554.0;61498.0;130.0;1.16
COL;South America;Colombia;18/03/2021;2319293.0;5139.0;61636.0;138.0;1.21
COL;South America;Colombia;19/03/2021;2324426.0;5133.0;61771.0;135.0;1.26
COL;South America;Colombia;20/03/2021;2331187.0;6761.0;61907.0;136.0;1.3
COL;South America;Colombia;21/03/2021;2337230.0;6043.0;62028.0;121.0;1.29
COL;South America;Colombia;22/03/2021;2342278.0;5048.0;62148.0;120.0;1.26
COL;South America;Colombia;23/03/2021;2347224.0;4946.0;62274.0;126.0;1.23
COL;South America;Colombia;24/03/2021;2353210.0;5986.0;62394.0;120.0;1.25
COL;South America;Colombia;25/03/2021;2359942.0;6732.0;62519.0;125.0;1.27
COL;South America;Colombia;26/03/2021;2367337.0;7395.0;62645.0;126.0;1.3
COL;South America;Colombia;27/03/2021;2375591.0;8254.0;62790.0;145.0;1.32
COL;South America;Colombia;28/03/2021;2382730.0;7139.0;62955.0;165.0;1.31
COL;South America;Colombia;29/03/2021;2389779.0;7049.0;63079.0;124.0;1.32
COL;South America;Colombia;30/03/2021;2397731.0;7952.0;63255.0;176.0;1.33
COL;South America;Colombia;31/03/2021;2406377.0;8646.0;63422.0;167.0;1.34
COL;South America;Colombia;1/04/2021;2417826.0;11449.0;63614.0;192.0;1.35
COL;South America;Colombia;2/04/2021;2428048.0;10222.0;63777.0;163.0;1.32
COL;South America;Colombia;3/04/2021;2437197.0;9149.0;63932.0;155.0;1.28
COL;South America;Colombia;4/04/2021;2446219.0;9022.0;64094.0;162.0;1.28
COL;South America;Colombia;5/04/2021;2456409.0;10190.0;64293.0;199.0;1.31
COL;South America;Colombia;6/04/2021;2468236.0;11827.0;64524.0;231.0;1.32
COL;South America;Colombia;7/04/2021;2479617.0;11381.0;64767.0;243.0;1.31
COL;South America;Colombia;8/04/2021;2492081.0;12464.0;65014.0;247.0;1.31
COL;South America;Colombia;9/04/2021;2504206.0;12125.0;65283.0;269.0;1.33
COL;South America;Colombia;10/04/2021;2518715.0;14509.0;65608.0;325.0;1.38
COL;South America;Colombia;11/04/2021;2536198.0;17483.0;65889.0;281.0;1.42
COL;South America;Colombia;12/04/2021;2552937.0;16739.0;66156.0;267.0;1.4
COL;South America;Colombia;13/04/2021;2569314.0;16377.0;66482.0;326.0;1.34
COL;South America;Colombia;14/04/2021;2585801.0;16487.0;66819.0;337.0;1.28
COL;South America;Colombia;15/04/2021;2602719.0;16918.0;67199.0;380.0;1.23
COL;South America;Colombia;16/04/2021;2619422.0;16703.0;67564.0;365.0;1.19
COL;South America;Colombia;17/04/2021;2636076.0;16654.0;67931.0;367.0;1.17
COL;South America;Colombia;18/04/2021;2652947.0;16871.0;68328.0;397.0;1.15
COL;South America;Colombia;19/04/2021;2667136.0;14189.0;68748.0;420.0;1.14
COL;South America;Colombia;20/04/2021;2684101.0;16965.0;69177.0;429.0;1.14
COL;South America;Colombia;21/04/2021;2701313.0;17212.0;69596.0;419.0;1.13
COL;South America;Colombia;22/04/2021;2720619.0;19306.0;70026.0;430.0;1.12
COL;South America;Colombia;23/04/2021;2740544.0;19925.0;70446.0;420.0;1.1
COL;South America;Colombia;24/04/2021;2757274.0;16730.0;70886.0;440.0;1.07
COL;South America;Colombia;25/04/2021;2774464.0;17190.0;71351.0;465.0;1.05
COL;South America;Colombia;26/04/2021;2787303.0;12839.0;71799.0;448.0;1.04
COL;South America;Colombia;27/04/2021;2804881.0;17578.0;72235.0;436.0;1.05
COL;South America;Colombia;28/04/2021;2824626.0;19745.0;72725.0;490.0;1.05
COL;South America;Colombia;29/04/2021;2841934.0;17308.0;73230.0;505.0;1.02
COL;South America;Colombia;30/04/2021;2859724.0;17790.0;73720.0;490.0;1.0
COL;South America;Colombia;1/05/2021;2877746.0;18022.0;73992.0;272.0;0.98
COL;South America;Colombia;2/05/2021;2893655.0;15909.0;74477.0;485.0;0.96
COL;South America;Colombia;3/05/2021;2905254.0;11599.0;75164.0;687.0;0.94
COL;South America;Colombia;4/05/2021;2919805.0;14551.0;75627.0;463.0;0.94
COL;South America;Colombia;5/05/2021;2934611.0;14806.0;76015.0;388.0;0.95
COL;South America;Colombia;6/05/2021;2951101.0;16490.0;76414.0;399.0;0.97
COL;South America;Colombia;7/05/2021;2968626.0;17525.0;76867.0;453.0;1.0
COL;South America;Colombia;8/05/2021;2985536.0;16910.0;77359.0;492.0;1.0
COL;South America;Colombia;9/05/2021;3002758.0;17222.0;77854.0;495.0;1.01
COL;South America;Colombia;10/05/2021;3015301.0;12543.0;78342.0;488.0;1.01
COL;South America;Colombia;11/05/2021;3031726.0;16425.0;78771.0;429.0;1.02
COL;South America;Colombia;12/05/2021;3048719.0;16993.0;79261.0;490.0;1.03
COL;South America;Colombia;13/05/2021;3067879.0;19160.0;79760.0;499.0;1.03
COL;South America;Colombia;14/05/2021;3084460.0;16581.0;80250.0;490.0;1.01
COL;South America;Colombia;15/05/2021;3103333.0;18873.0;80780.0;530.0;1.0
COL;South America;Colombia;16/05/2021;3118426.0;15093.0;81300.0;520.0;0.98
COL;South America;Colombia;17/05/2021;3131410.0;12984.0;81809.0;509.0;0.97
COL;South America;Colombia;18/05/2021;3144547.0;13137.0;82291.0;482.0;0.96
COL;South America;Colombia;19/05/2021;3161126.0;16579.0;82743.0;452.0;0.99
COL;South America;Colombia;20/05/2021;3177212.0;16086.0;83233.0;490.0;1.0
COL;South America;Colombia;21/05/2021;3192050.0;14838.0;83719.0;486.0;1.04
COL;South America;Colombia;22/05/2021;3210787.0;18737.0;84228.0;509.0;1.11
COL;South America;Colombia;23/05/2021;3232456.0;21669.0;84724.0;496.0;1.18
COL;South America;Colombia;24/05/2021;3249433.0;16977.0;85207.0;483.0;1.2
COL;South America;Colombia;25/05/2021;3270614.0;21181.0;85666.0;459.0;1.22
COL;South America;Colombia;26/05/2021;3294101.0;23487.0;86180.0;514.0;1.22
COL;South America;Colombia;27/05/2021;3319193.0;25092.0;86693.0;513.0;1.2
COL;South America;Colombia;28/05/2021;3342567.0;23374.0;87207.0;514.0;1.17
COL;South America;Colombia;29/05/2021;3363061.0;20494.0;87747.0;540.0;1.15
COL;South America;Colombia;30/05/2021;3383279.0;20218.0;88282.0;535.0;1.16
COL;South America;Colombia;31/05/2021;3406456.0;23177.0;88774.0;492.0;1.2
COL;South America;Colombia;1/06/2021;3432422.0;25966.0;89297.0;523.0;1.22
COL;South America;Colombia;2/06/2021;3459422.0;27000.0;89808.0;511.0;1.21
COL;South America;Colombia;3/06/2021;3488046.0;28624.0;90353.0;545.0;1.19
COL;South America;Colombia;4/06/2021;3518046.0;30000.0;90890.0;537.0;1.17
COL;South America;Colombia;5/06/2021;3547017.0;28971.0;91422.0;532.0;1.13
COL;South America;Colombia;6/06/2021;3571067.0;24050.0;91961.0;539.0;1.08
COL;South America;Colombia;7/06/2021;3593016.0;21949.0;92496.0;535.0;1.04
COL;South America;Colombia;8/06/2021;3611602.0;18586.0;92923.0;427.0;1.02
COL;South America;Colombia;9/06/2021;3633481.0;21879.0;93394.0;471.0;1.04
COL;South America;Colombia;10/06/2021;3665137.0;31656.0;94046.0;652.0;1.09
COL;South America;Colombia;11/06/2021;3694707.0;29570.0;94615.0;569.0;1.11
COL;South America;Colombia;12/06/2021;3724705.0;29998.0;95192.0;577.0;1.11
COL;South America;Colombia;13/06/2021;3753224.0;28519.0;95778.0;586.0;1.09
COL;South America;Colombia;14/06/2021;3777600.0;24376.0;96366.0;588.0;1.07
COL;South America;Colombia;15/06/2021;3802052.0;24452.0;96965.0;599.0;1.06
COL;South America;Colombia;16/06/2021;3829879.0;27827.0;97560.0;595.0;1.06
COL;South America;Colombia;17/06/2021;3859824.0;29945.0;98156.0;596.0;1.05
COL;South America;Colombia;18/06/2021;3888614.0;28790.0;98746.0;590.0;1.04
COL;South America;Colombia;19/06/2021;3917348.0;28734.0;99335.0;589.0;1.04
COL;South America;Colombia;20/06/2021;3945166.0;27818.0;99934.0;599.0;1.04
COL;South America;Colombia;21/06/2021;3968405.0;23239.0;100582.0;648.0;1.05
COL;South America;Colombia;22/06/2021;3997021.0;28616.0;101302.0;720.0;1.07
COL;South America;Colombia;23/06/2021;4027016.0;29995.0;101947.0;645.0;1.09
COL;South America;Colombia;24/06/2021;4060013.0;32997.0;102636.0;689.0;1.09
COL;South America;Colombia;25/06/2021;4092746.0;32733.0;103321.0;685.0;1.09
COL;South America;Colombia;26/06/2021;4126340.0;33594.0;104014.0;693.0;1.08
COL;South America;Colombia;27/06/2021;4158716.0;32376.0;104678.0;664.0;1.06
COL;South America;Colombia;28/06/2021;4187194.0;28478.0;105326.0;648.0;1.03
COL;South America;Colombia;29/06/2021;4213074.0;25880.0;105934.0;608.0;0.99
COL;South America;Colombia;30/06/2021;4240982.0;27908.0;106544.0;610.0;0.97
COL;South America;Colombia;1/07/2021;4269297.0;28315.0;107137.0;593.0;0.95
COL;South America;Colombia;2/07/2021;4297302.0;28005.0;107723.0;586.0;0.94
COL;South America;Colombia;3/07/2021;4324230.0;26928.0;108314.0;591.0;0.93
COL;South America;Colombia;4/07/2021;4350495.0;26265.0;108896.0;582.0;0.93
COL;South America;Colombia;5/07/2021;4375861.0;25366.0;109466.0;570.0;0.93
COL;South America;Colombia;6/07/2021;4402582.0;26721.0;110019.0;553.0;0.92
COL;South America;Colombia;7/07/2021;4426811.0;24229.0;110578.0;559.0;0.88
COL;South America;Colombia;8/07/2021;4450086.0;23275.0;111155.0;577.0;0.84
COL;South America;Colombia;9/07/2021;4471622.0;21536.0;111731.0;576.0;0.82
COL;South America;Colombia;10/07/2021;4492537.0;20915.0;112298.0;567.0;0.81
COL;South America;Colombia;11/07/2021;4511960.0;19423.0;112826.0;528.0;0.8
COL;South America;Colombia;12/07/2021;4530610.0;18650.0;113335.0;509.0;0.8
COL;South America;Colombia;13/07/2021;4548142.0;17532.0;113839.0;504.0;0.8
COL;South America;Colombia;14/07/2021;4565372.0;17230.0;114337.0;498.0;0.8
COL;South America;Colombia;15/07/2021;4583442.0;18070.0;114833.0;496.0;0.8
COL;South America;Colombia;16/07/2021;4601335.0;17893.0;115333.0;500.0;0.81
COL;South America;Colombia;17/07/2021;4621260.0;19925.0;115831.0;498.0;0.83
COL;South America;Colombia;18/07/2021;4639466.0;18206.0;116307.0;476.0;0.82
COL;South America;Colombia;19/07/2021;4655921.0;16455.0;116753.0;446.0;0.79
COL;South America;Colombia;20/07/2021;4668750.0;12829.0;117131.0;378.0;0.74
COL;South America;Colombia;21/07/2021;4679994.0;11244.0;117482.0;351.0;0.71
COL;South America;Colombia;22/07/2021;4692570.0;12576.0;117836.0;354.0;0.7
COL;South America;Colombia;23/07/2021;4705734.0;13164.0;118188.0;352.0;0.7
COL;South America;Colombia;24/07/2021;4716798.0;11064.0;118538.0;350.0;0.69
COL;South America;Colombia;25/07/2021;4727846.0;11048.0;118868.0;330.0;0.7
COL;South America;Colombia;26/07/2021;4736349.0;8503.0;119182.0;314.0;0.71
COL;South America;Colombia;27/07/2021;4747775.0;11426.0;119482.0;300.0;0.72
COL;South America;Colombia;28/07/2021;4757139.0;9364.0;119801.0;319.0;0.72
COL;South America;Colombia;29/07/2021;4766829.0;9690.0;120126.0;325.0;0.71
COL;South America;Colombia;30/07/2021;4776291.0;9462.0;120432.0;306.0;0.71
COL;South America;Colombia;31/07/2021;4785320.0;9029.0;120723.0;291.0;0.71
COL;South America;Colombia;1/08/2021;4794414.0;9094.0;120998.0;275.0;0.71
COL;South America;Colombia;2/08/2021;4801050.0;6636.0;121216.0;218.0;0.7
COL;South America;Colombia;3/08/2021;4807979.0;6929.0;121216.0;0.0;0.69
COL;South America;Colombia;4/08/2021;4815063.0;7084.0;121695.0;479.0;0.68
COL;South America;Colombia;5/08/2021;4821603.0;6540.0;121899.0;204.0;0.66
COL;South America;Colombia;6/08/2021;4828583.0;6980.0;122087.0;188.0;0.65
COL;South America;Colombia;7/08/2021;4834634.0;6051.0;122277.0;190.0;0.63
COL;South America;Colombia;8/08/2021;4838984.0;4350.0;122458.0;181.0;0.62
COL;South America;Colombia;9/08/2021;4843007.0;4023.0;122601.0;143.0;0.62
COL;South America;Colombia;10/08/2021;4846955.0;3948.0;122768.0;167.0;0.62
COL;South America;Colombia;11/08/2021;4852323.0;5368.0;122953.0;185.0;0.64
COL;South America;Colombia;12/08/2021;4856595.0;4272.0;123097.0;144.0;0.63
COL;South America;Colombia;13/08/2021;4860622.0;4027.0;123221.0;124.0;0.62
COL;South America;Colombia;14/08/2021;4864629.0;4007.0;123356.0;135.0;0.63
COL;South America;Colombia;15/08/2021;4867761.0;3132.0;123459.0;103.0;0.63
COL;South America;Colombia;16/08/2021;4870922.0;3161.0;123580.0;121.0;0.65
COL;South America;Colombia;17/08/2021;4874169.0;3247.0;123688.0;108.0;0.66
COL;South America;Colombia;18/08/2021;4877323.0;3154.0;123781.0;93.0;0.66
COL;South America;Colombia;19/08/2021;4880516.0;3193.0;123901.0;120.0;0.68
COL;South America;Colombia;20/08/2021;4883932.0;3416.0;124023.0;122.0;0.69
COL;South America;Colombia;21/08/2021;4886897.0;2965.0;124121.0;98.0;0.68
COL;South America;Colombia;22/08/2021;4889537.0;2640.0;124216.0;95.0;0.69
COL;South America;Colombia;23/08/2021;4892235.0;2698.0;124315.0;99.0;0.7
COL;South America;Colombia;24/08/2021;4894702.0;2467.0;124388.0;73.0;0.69
COL;South America;Colombia;25/08/2021;4897150.0;2448.0;124474.0;86.0;0.67
COL;South America;Colombia;26/08/2021;4899085.0;1935.0;124567.0;93.0;0.65
COL;South America;Colombia;27/08/2021;4901163.0;2078.0;124648.0;81.0;0.66
COL;South America;Colombia;28/08/2021;4903304.0;2141.0;124743.0;95.0;0.68
COL;South America;Colombia;29/08/2021;4905258.0;1954.0;124811.0;68.0;0.71
COL;South America;Colombia;30/08/2021;4907264.0;2006.0;124883.0;72.0;0.74
COL;South America;Colombia;31/08/2021;4909086.0;1822.0;124945.0;62.0;0.75
COL;South America;Colombia;1/09/2021;4911082.0;1996.0;125016.0;71.0;0.75
COL;South America;Colombia;2/09/2021;4913031.0;1949.0;125097.0;81.0;0.76
COL;South America;Colombia;3/09/2021;4914881.0;1850.0;125158.0;61.0;0.76
COL;South America;Colombia;4/09/2021;4916980.0;2099.0;125230.0;72.0;0.77
COL;South America;Colombia;5/09/2021;4918649.0;1669.0;125278.0;48.0;0.77
COL;South America;Colombia;6/09/2021;4919773.0;1124.0;125331.0;53.0;0.78
COL;South America;Colombia;7/09/2021;4921410.0;1637.0;125378.0;47.0;0.81
COL;South America;Colombia;8/09/2021;4923197.0;1787.0;125427.0;49.0;0.84
COL;South America;Colombia;9/09/2021;4925000.0;1803.0;125480.0;53.0;0.85
COL;South America;Colombia;10/09/2021;4926772.0;1772.0;125529.0;49.0;0.86
COL;South America;Colombia;11/09/2021;4928578.0;1806.0;125592.0;63.0;0.86
COL;South America;Colombia;12/09/2021;4930249.0;1671.0;125647.0;55.0;0.87
COL;South America;Colombia;13/09/2021;4931563.0;1314.0;125687.0;40.0;0.87
COL;South America;Colombia;14/09/2021;4932998.0;1435.0;125713.0;26.0;0.87
COL;South America;Colombia;15/09/2021;4934568.0;1570.0;125753.0;40.0;0.87
COL;South America;Colombia;16/09/2021;4936052.0;1484.0;125782.0;29.0;0.88
COL;South America;Colombia;17/09/2021;4937596.0;1544.0;125826.0;44.0;0.89
COL;South America;Colombia;18/09/2021;4939251.0;1655.0;125860.0;34.0;0.92
COL;South America;Colombia;19/09/2021;4941064.0;1813.0;125895.0;35.0;0.95
COL;South America;Colombia;20/09/2021;4942249.0;1185.0;125924.0;29.0;0.94
COL;South America;Colombia;21/09/2021;4943622.0;1373.0;125962.0;38.0;0.94
COL;South America;Colombia;22/09/2021;4945203.0;1581.0;126006.0;44.0;0.96
COL;South America;Colombia;23/09/2021;4946811.0;1608.0;126032.0;26.0;0.96
COL;South America;Colombia;24/09/2021;4948513.0;1702.0;126068.0;36.0;0.96
COL;South America;Colombia;25/09/2021;4950253.0;1740.0;126102.0;34.0;0.96
COL;South America;Colombia;26/09/2021;4951675.0;1422.0;126145.0;43.0;0.95
COL;South America;Colombia;27/09/2021;4952690.0;1015.0;126178.0;33.0;0.95
COL;South America;Colombia;28/09/2021;4954376.0;1686.0;126219.0;41.0;0.98
COL;South America;Colombia;29/09/2021;4955848.0;1472.0;126261.0;42.0;0.97
COL;South America;Colombia;30/09/2021;4957277.0;1429.0;126299.0;38.0;0.97
COL;South America;Colombia;1/10/2021;4959144.0;1867.0;126336.0;37.0;0.97
COL;South America;Colombia;2/10/2021;4960641.0;1497.0;126372.0;36.0;0.95
COL;South America;Colombia;3/10/2021;4962054.0;1413.0;126401.0;29.0;0.95
COL;South America;Colombia;4/10/2021;4963243.0;1189.0;126425.0;24.0;0.95
COL;South America;Colombia;5/10/2021;4964454.0;1211.0;126455.0;30.0;0.95
COL;South America;Colombia;6/10/2021;4965847.0;1393.0;126487.0;32.0;0.97
COL;South America;Colombia;7/10/2021;4967524.0;1677.0;126517.0;30.0;0.99
COL;South America;Colombia;8/10/2021;4969131.0;1607.0;126552.0;35.0;0.98
COL;South America;Colombia;9/10/2021;4970718.0;1587.0;126585.0;33.0;0.97
COL;South America;Colombia;10/10/2021;4972236.0;1518.0;126623.0;38.0;0.96
COL;South America;Colombia;11/10/2021;4973325.0;1089.0;126655.0;32.0;0.94
COL;South America;Colombia;12/10/2021;4974400.0;1075.0;126692.0;37.0;0.93
COL;South America;Colombia;13/10/2021;4975656.0;1256.0;126726.0;34.0;0.93
COL;South America;Colombia;14/10/2021;4977043.0;1387.0;126759.0;33.0;0.95
COL;South America;Colombia;15/10/2021;4978689.0;1646.0;126796.0;37.0;0.97
COL;South America;Colombia;16/10/2021;4980233.0;1544.0;126830.0;34.0;0.97
COL;South America;Colombia;17/10/2021;4981532.0;1299.0;126865.0;35.0;0.95
COL;South America;Colombia;18/10/2021;4982575.0;1043.0;126886.0;21.0;0.94
COL;South America;Colombia;19/10/2021;4983527.0;952.0;126910.0;24.0;0.95
COL;South America;Colombia;20/10/2021;4984751.0;1224.0;126931.0;21.0;0.99
COL;South America;Colombia;21/10/2021;4986249.0;1498.0;126959.0;28.0;1.04
COL;South America;Colombia;22/10/2021;4988021.0;1772.0;126994.0;35.0;1.08
COL;South America;Colombia;23/10/2021;4989681.0;1660.0;127032.0;38.0;1.09
COL;South America;Colombia;24/10/2021;4991050.0;1369.0;127067.0;35.0;1.09
COL;South America;Colombia;25/10/2021;4992586.0;1536.0;127099.0;32.0;1.11
COL;South America;Colombia;26/10/2021;4994014.0;1428.0;127133.0;34.0;1.11
COL;South America;Colombia;27/10/2021;4995694.0;1680.0;127159.0;26.0;1.11
COL;South America;Colombia;28/10/2021;4997444.0;1750.0;127195.0;36.0;1.09
COL;South America;Colombia;29/10/2021;4999048.0;1604.0;127225.0;30.0;1.07
COL;South America;Colombia;30/10/2021;5000677.0;1629.0;127258.0;33.0;1.07
COL;South America;Colombia;31/10/2021;5002387.0;1710.0;127281.0;23.0;1.09
COL;South America;Colombia;1/11/2021;5003977.0;1590.0;127311.0;30.0;1.09
COL;South America;Colombia;2/11/2021;5005402.0;1425.0;127348.0;37.0;1.09
COL;South America;Colombia;3/11/2021;5007099.0;1697.0;127380.0;32.0;1.11
COL;South America;Colombia;4/11/2021;5009007.0;1908.0;127417.0;37.0;1.13
COL;South America;Colombia;5/11/2021;5010982.0;1975.0;127456.0;39.0;1.15
COL;South America;Colombia;6/11/2021;5012981.0;1999.0;127488.0;32.0;1.17
COL;South America;Colombia;7/11/2021;5015042.0;2061.0;127533.0;45.0;1.19
COL;South America;Colombia;8/11/2021;5016959.0;1917.0;127571.0;38.0;1.22
COL;South America;Colombia;9/11/2021;5019158.0;2199.0;127610.0;39.0;1.24
COL;South America;Colombia;10/11/2021;5021619.0;2461.0;127640.0;30.0;1.25
COL;South America;Colombia;11/11/2021;5024263.0;2644.0;127680.0;40.0;1.23
COL;South America;Colombia;12/11/2021;5026822.0;2559.0;127721.0;41.0;1.2
COL;South America;Colombia;13/11/2021;5029335.0;2513.0;127766.0;45.0;1.17
COL;South America;Colombia;14/11/2021;5031945.0;2610.0;127809.0;43.0;1.14
COL;South America;Colombia;15/11/2021;5034266.0;2321.0;127833.0;24.0;1.11
COL;South America;Colombia;16/11/2021;5036287.0;2021.0;127865.0;32.0;1.07
COL;South America;Colombia;17/11/2021;5038544.0;2257.0;127912.0;47.0;1.04
COL;South America;Colombia;18/11/2021;5040665.0;2121.0;127963.0;51.0;1.01
COL;South America;Colombia;19/11/2021;5042822.0;2157.0;128013.0;50.0;1.02
COL;South America;Colombia;20/11/2021;5045412.0;2590.0;128054.0;41.0;1.06
COL;South America;Colombia;21/11/2021;5048061.0;2649.0;128093.0;39.0;1.08
COL;South America;Colombia;22/11/2021;5050255.0;2194.0;128138.0;45.0;1.09
COL;South America;Colombia;23/11/2021;5052733.0;2478.0;128188.0;50.0;1.09
COL;South America;Colombia;24/11/2021;5055253.0;2520.0;128236.0;48.0;1.07
COL;South America;Colombia;25/11/2021;5057897.0;2644.0;128290.0;54.0;1.05
COL;South America;Colombia;26/11/2021;5060557.0;2660.0;128343.0;53.0;1.03
COL;South America;Colombia;27/11/2021;5063177.0;2620.0;128394.0;51.0;1.0
COL;South America;Colombia;28/11/2021;5065373.0;2196.0;128437.0;43.0;0.98
COL;South America;Colombia;29/11/2021;5067348.0;1975.0;128473.0;36.0;0.97
COL;South America;Colombia;30/11/2021;5069644.0;2296.0;128528.0;55.0;0.97
COL;South America;Colombia;1/12/2021;5071817.0;2173.0;128586.0;58.0;0.95
COL;South America;Colombia;2/12/2021;5074079.0;2262.0;128643.0;57.0;0.94
COL;South America;Colombia;3/12/2021;5076378.0;2299.0;128685.0;42.0;0.94
COL;South America;Colombia;4/12/2021;5078987.0;2609.0;128733.0;48.0;0.93
COL;South America;Colombia;5/12/2021;5081064.0;2077.0;128780.0;47.0;0.91
COL;South America;Colombia;6/12/2021;5082762.0;1698.0;128821.0;41.0;0.89
COL;South America;Colombia;7/12/2021;5084466.0;1704.0;128874.0;53.0;0.88
COL;South America;Colombia;8/12/2021;5086381.0;1915.0;128874.0;0.0;0.86
COL;South America;Colombia;9/12/2021;5088008.0;1627.0;128969.0;95.0;0.84
COL;South America;Colombia;10/12/2021;5089695.0;1687.0;129011.0;42.0;0.86
COL;South America;Colombia;11/12/2021;5091508.0;1813.0;129056.0;45.0;0.9
COL;South America;Colombia;12/12/2021;5093534.0;2026.0;129107.0;51.0;0.97
COL;South America;Colombia;13/12/2021;5095821.0;2287.0;129163.0;56.0;1.02
COL;South America;Colombia;14/12/2021;5097680.0;1859.0;129205.0;42.0;1.01
COL;South America;Colombia;15/12/2021;5099746.0;2066.0;129256.0;51.0;0.98
COL;South America;Colombia;16/12/2021;5101466.0;1720.0;129295.0;39.0;0.94
COL;South America;Colombia;17/12/2021;5103269.0;1803.0;129345.0;50.0;0.94
COL;South America;Colombia;18/12/2021;5105285.0;2016.0;129399.0;54.0;0.97
COL;South America;Colombia;19/12/2021;5107323.0;2038.0;129458.0;59.0;1.02
COL;South America;Colombia;20/12/2021;5109022.0;1699.0;129487.0;29.0;1.06
COL;South America;Colombia;21/12/2021;5110788.0;1766.0;129534.0;47.0;1.1
COL;South America;Colombia;22/12/2021;5112719.0;1931.0;129586.0;52.0;1.16
COL;South America;Colombia;23/12/2021;5115194.0;2475.0;129640.0;54.0;1.25
COL;South America;Colombia;24/12/2021;5118254.0;3060.0;129686.0;46.0;1.35
COL;South America;Colombia;25/12/2021;5121668.0;3414.0;129729.0;43.0;1.44
COL;South America;Colombia;26/12/2021;5124690.0;3022.0;129761.0;32.0;1.54
COL;South America;Colombia;27/12/2021;5127971.0;3281.0;129798.0;37.0;1.68
COL;South America;Colombia;28/12/2021;5132277.0;4306.0;129833.0;35.0;1.85
COL;South America;Colombia;29/12/2021;5138603.0;6326.0;129866.0;33.0;2.02
COL;South America;Colombia;30/12/2021;5147039.0;8436.0;129901.0;35.0;2.13
COL;South America;Colombia;31/12/2021;5157440.0;10401.0;129942.0;41.0;2.17
COL;South America;Colombia;1/01/2022;5169855.0;12415.0;129986.0;44.0;2.13
COL;South America;Colombia;2/01/2022;5181173.0;11318.0;130026.0;40.0;2.04
COL;South America;Colombia;3/01/2022;5191021.0;9848.0;130061.0;35.0;1.99
